company,description,keyword,location,posted_date,title
AVENS CONSULTING,"Référence
 SPI/INGHIDRRENNES






Date l'offre
 22/10/2019






Descriptif de poste


Nous recherchons pour notre client, acteur reconnu sur le marché du Conseil et de l'Ingénierie dans le domaine de l'environnement, un ingénieur hydraulique.



Au sein d'une équipe, vous participez aux dossiers d’études hydraulique type Modélisation hydraulique, Schéma directeur assainissement, eau potable, eaux pluviale. Vous participez également à l’élaboration des offres.






Profil recherché
 Process






Secteur d'activité
 Environnement






Expérience requise


Issu d'une formation Bac+3 en ingénierie Hydraulique vous disposez de 3 ans minimum d'expérience en études hydrauliques, conception d'ouvrage, notamment en hydraulique urbaine.



Vous avez une bonne maîtrise des outils techniques (Epanet, SWIMM, Mike Urban, SIG, …) et des outils bureautiques (Excel, Word, Project, Powerpoint, …)






Localisation
 France > RENNES






Type de poste
 Mission






Langues








Logiciels
 Epanet, SWIMM, Mike Urban, SIG...






Durée








Date de demarrage",machine learning,AVENS CONSULTING,,INGÉNIEUR D'ÉTUDES EN HYDRAULIQUE URBAINE (H/F)
Sept Lieues,"Poste basé à 
Gentilly
, 
Vélizy
, 
Rennes 
ou 
Grenoble
. Télétravail 3j/semaine.
L'ENTREPRISE
Créée en 2003, cette entreprise est spécialisée dans l'édition de logiciels à destination de la télévision et de la vidéo. Elle développe des solutions logiciels permettant de visionner du contenu n'importe-où, n'importe-quand et sur n'importe quel appareil !
Afin de renforcer ses équipes, cette entité recrute un ingénieur en développement d'applications en micro-services.
LE POSTE
- Conception et développement de micro-services (C++, Go, Python) ;
- Participation à la conception de l'architecture logicielle ;
- Amélioration de la solution ;
- Agile/SCRUM
LE PROFIL
- 
5 ans
 d'expérience en développement C/C++ ou Golang ;
- Expérience sur microservices, microarchitectures, API REST ;
- Maîtrise de Kubernetes et Docker ;
- Familier avec les ressources système, les algorithmes et l'architecture ;
- Connaissances des protocoles HTTP/HTTPS ;
Type d'emploi : Temps plein, CDI
Salaire : Jusqu'à 65 000,00€ par an
Horaires :
Du Lundi au Vendredi
Expérience:
ingénieur développement micro-services c/c++/go ou similaire: 5 ans (Souhaité)
Télétravail:
Oui",machine learning,Sept Lieues,,Ingénieur développement micro-services C/C++/Go
CLEMAJOB CONSULTING,"Retour à la liste


Société : 
CLEMAJOB CONSULTING


Ingénieur commercial IT

Ille-et-Vilaine, CDI


Référence : 
HM - IC - SO

Description du poste


Clemajob consulting recherche pour un de ses clients spécialisé dans la vente de logiciel un(e) ingénieur commercial (H/F) a Rennes.




Description du poste : l’Ingénieur d’affaires devra assurer le développement commercial de l’offre produits et services du groupe




Missions diverses :




– Effectuer la prospection et le démarchage de clients potentiels




– Mise en place d’une démarche de vente adapté au contexte du prospect ayant un projet




– Démarche auprès des cabinets conseils




– Organiser la réponse avant-vente et la coordination des équipes nécessaires à la réponse d’un projet chez un prospect




– Reporter au responsable de l’entité




– Se conformer à la politique commerciale de son entité de rattachement, tout en opérant un reporting auprès de la Responsable Commerciale du groupe




– Participer aux opérations marketing et commerciales de son entités et du groupe




– Se tenir informé des évolutions commerciales et produits des solutions commercialisées par chacune des entités du groupe


Autres informations


Expérience : 
Confirmé


Offre déposée le : 
23/12/2020


Type de contrat : 
CDI


Dernière mise à jour : 
23/12/2020


Date de début de contrat : 
Des que possible

Rémunération : 
Selon profil

Secteur d'activité : 
Informatique , télécoms


Région : 
Bretagne


Département : 
Ille-et-Vilaine

Ville : 
Rennes


Contact


Nom : 
Hatem MHAMDI


E-mail : 
hatem.mhamdi@clemajob.fr",machine learning,CLEMAJOB CONSULTING,,Ingénieur commercial IT
NEO SOFT,"Votre mission


Vous interviendrez principalement pour nos clients dans le domaine de la TV Numérique ou des Télécoms et serez amené à :



Rédiger des spécifications techniques et fonctionnelles

Faire les choix techniques et participer à la définition des architectures

Concevoir et développer sous Linux et/ou Windows

Définir et mettre en place des tests unitaires, tests fonctionnels

Gérer la maîtrise de la qualité et le respect des délais sur les livrables



Environnement de travail :

Équipe allant de 5 à 15 personnes

Projets internationaux



Compétences techniques :

Vous savez manipuler les OS Windows & Linux

Vous connaissez les outils d’intégration tels que Jenkins, Gitlab CI…

Vous avez des connaissances en Modélisation UML.



Les + :



Connaissances du multithreading et Python (pour les tests)

Connaissances des protocoles MPEG-2 TS, MPEG-4, DVB, vidéo sur IP, HDMI

Expérience en méthode Agile.


Votre profil


Vous justifiez de 2 à 3 ans d’expérience en développement en C/C++ et d'une expérience de travail dans un environnement TV Numérique.",machine learning,NEO SOFT,,Ingénieur études et développement C/C++
INOVADIA,"Nous vous proposons de rejoindre notre secteur sites et sols pollués pour prendre en charge :




la réalisation de diagnostics (terrain + rapport), le suivi de forages et prélèvements d’eaux, de sols et d’air


le suivi de travaux de dépollution (contrôle)


UN PLUS : Connaissance des techniques de traitement – Connaissance en évaluation des risques (ARR, EQRS).




Le poste est à pourvoir à Rennes ou Quimper



Votre formation d’ingénieur à dominante Environnement et vos 3 ans d’expérience au moins vous confèrent des compétences techniques reconnues dans le domaine des sites et sols pollués, vous maîtrisez la méthodologie SSP et les normes NFX 31-620 (parties 1 à 5), vous avez des connaissances des techniques de traitement, et en évaluation des risques (ARR, EQRS) ?



Vous avez des qualités rédactionnelles, vous êtes autonome, dynamique et rigoureux(se), vous avez de l’aisance relationnelle et une bonne capacité d’adaptation ?



Venez nous rejoindre !



Envoyez-nous votre candidature à 
contact@inovadia.com




Envoyez votre candidature spontanée

Vous pensez que votre profil et vos motivations s’inscrivent dans la philosophie d’INOVADIA ?

Alors n’hésitez pas et envoyez votre CV et une lettre de motivation à : contact@inovadia.com",machine learning,INOVADIA,,INGÉNIEUR SITES ET SOLS POLLUES – SSP
CAILabs,"L'entreprise



Fondée en 2013, Cailabs est une entreprise française deeptech qui conçoit, fabrique et vend des produits photoniques innovants pour les télécommunications, lasers industriels les communications spatiales et la défense.



Cailabs bénéficie d'un leadership mondial sur le sujet des mises en forme complexes de la lumière et sa technologie fait aujourd’hui l’objet de 19 brevets.



Ses composants trouvent leur place dans des domaines variés, du câblage aéronautique aux réseaux locaux d’usine, en passant par la fabrication additive et ont contribué à plusieurs records du monde (notamment le record de débit sur fibre optique par l’opérateur japonais KDDI).



Pass French Tech pour sa croissance rapide, Prix EY Born Global pour sa dimension internationale, Prix DeepTech4Good Industrie 4.0 pour l’importance qu’elle accorde au leadership technologique, Cailabs est une entreprise qui relève chaque jour de nouveaux défis.



Basée à Rennes, l’entreprise a levé 16,6 millions d’euros depuis sa création et compte plus de 50 collaborateurs.




Alors, envie de nous rejoindre ?



Description du poste



La fabrication internalisée des composants de mise en forme de la lumière est au cœur de la stratégie d’entreprise. Dans un contexte de croissance de notre pôle de micro-fabrication, nous créons un poste d’ingénieur méthode en micro-fabrication optique.

Sous la direction du Directeur technique adjoint, et sein d’une équipe de 2 personnes, vous participerez à la fabrication de ces composants optiques ultraprécis à la pointe de la technologie
.

Dans ce cadre, vos principales missions sont :

Améliorer et industrialiser les procédés de fabrication, de métrologie et de traitement numérique des données ;

Rédiger les méthodes de fabrication du pôle, en s'intégrant aux outils opérationnels existants ;

Assurer le transfert des développements R&D vers les Opérations ;

Contribuer au support des techniciens.



Profil recherché



De formation ingénieur optique ou micromécanique (débutant accepté), vous disposez d'une forte appétence pour la programmation (python).



Votre bon niveau d'anglais à l'oral comme à l'écrit vous permettra d'être opérationnel rapidement.",machine learning,CAILabs,,Ingénieur méthode en micro-fabrication optique F/H
MediaKind,"Ingénieur logiciel (Codec vidéo)


Rennes, France Req #487
 
lundi 20 janvier 2020

MediaKind est issu de la branche Media du groupe Ericsson, cette entité se positionne comme leader mondial dans l'innovation de solutions et de technologies à l’attention de l’industrie des opérateurs de médias (TV, Internet), avec pour objectif de créer et de proposer des expériences multimédias immersives à ses clients.




Mediakind représente environ 1600 employés répartis sur plusieurs sites dans le monde (USA, Grande-Bretagne, France, Chine, Israël, Canada).




Le portfolio Mediakind est composé de solutions vidéo broadcast, live OTT, vidéo à la demande, cloudDVR, advertising, video as a service.

Présentation Du Poste


Notre centre de R&D de Rennes recherche un(e) ingénieur(e) en développement Codec Vidéo pour renforcer le pôle R&D de MediaKind.






Intégrée au sein de l’équipe Scrum du Codec Vidéo, vous contribuerez au développement des fonctionnalités produits du Codec qui seront embarquées dans les produits de transcodage de MediaKind.






Vous serez sous la responsabilité du manager de l’équipe Vidéo Codec, dont une partie de l’activité porte également sur l’anticipation de technologies vidéo innovantes, comme par exemple l’évaluation et le développement des futurs standards de compression vidéo.


Les éléments clé de votre rôle


Conception et développement de fonctionnalités avancées de compression vidéo et de prétraitement dans le composant logiciel MediaKind Video Codec (C-C ++ / Linux)

Appliquer les pratiques de qualité de développement logiciel en place chez MediaKind: cela inclut l'automatisation et la stratégie des tests, les règles de codage, les revues par les pairs et l'amélioration continue

Echanger avec des experts en compression vidéo pour mettre en œuvre de nouveaux algorithmes de traitement vidéo

Analyser et argumenter les compromis entre la complexité de calcul et le gain de qualité d'image de ses implémentations

Prendre en charge l’analyse et la résolution de problèmes complexes

À propos de vous


Chez un ingénieur logiciel, nous recherchons un ingénieur talentueux et motivé avec un diplôme Maîtrise ou Ingénieur en génie logiciel, sciences de l’informatique ou disciplines d'ingénierie connexes.

Vous avez un minimum de 5 ans d'expérience dans le développement de logiciels C ++ couvrant la programmation en temps réel et multithread dans le monde de l’industrie.


Vos compétences techniques couvriront les éléments suivants:


Maîtrise du développement C / C ++ sous Linux et autres langages de script tels que Python ou Perl

Excellente maîtrise de la programmation multithreading et parallèle en C ++ (Intel Compiler C ++, Intel IPP, OpenMP, Intel VTune Amplifier

Bonne connaissance de la gestion de la configuration logicielle (Git) et de la gestion des tests automatisés (Jenkins, pipeline)

Expérience de développement en mode Agile, SCRUM

Compétences souhaitables:


Connaissance des normes de compression vidéo (MPEG-2, H.264 / MPEG-4 AVC, HEVC-H265)

Expérience avec le prétraitement vidéo (filtrage spatial ou temporel, amélioration d'image).

Expérience en calcul distribué

Membre de MediaKind, vous serez amené à communiquer en français et en anglais (de façon professionnelle et efficace) et à faire preuve d’un esprit d’équipe pour travailler en mode collaboratif. De plus, vous devez être apte à résoudre des problèmes complexes et à identifier les solutions les mieux adaptées aux besoins de l’équipe.




Emplacement


Notre centre de R&amp;D est basé à Rennes, cependant, pour les candidats en dehors de la région rennaise, nous envisagerons le travail à distance. Vous devrez pouvoir vous rendre à rennes au besoin.




Pour plus d’informations, visitez www.mediakind.com




Nous sommes MediaKind, Tout le monde partout.




Autres Détails


Activités liées à l'emploi
 
76 Product Development
 
Type de paie
 
Salaire
 
Voyage nécessaire
 
Oui
 
Voyage %
 
10",machine learning,MediaKind,,Ingénieur logiciel (Codec vidéo)
Nigel Frank International LTD,"Bonjour, J’ai actuellement besoin d’un ingénieur devops FREELANCE pour l’un de mes clients sur Rennes pour une mission de 6 mois renouvelable. A. Mission: Au sein de la direction R&D, le département E2E a pour mission d’assurer le bon fonctionnement E2E de nos solutions déployées et d’accompagner la mise en oeuvre de la stratégie DEVOPS de l’entreprise. Nous recherchons aujourd’hui un profil ingénieur DEVOPS qui aura pour mission de contribuer, au sein d’une petite équipe de 4 personnes, à l’industrialisation du déploiement de nos solutions principalement développées dans un environnement μService/Docker.


Cet ingénieur sera également affecté à une équipe agile de développement pour traiter en priorité leur besoin DEVOPS et leur insuffler la dynamique et l’autonomie nécessaire. B. Description des travaux, activités, expertises et prestations : Les activités principales sont :  Maintient opérationnel ou définition de pipeline CI/CD en fonction des différents produits de la chaine de valeur VO  Mise en place d’une stratégie de déploiement outillée autour de la technologie Kubernetes  Mise en place de solutions hautement disponibles, scalables...  Industrialisation de nos déploiements dans une stratégie globale de Platform as a code .


 Recueil des besoins des OPS / Accompagnement des OPS dans une démarche DEVOPS Contribution à l’élaboration et aux moyen de déploiement automatique de stack de monitoring/observabilité  Veille technologique sur le DEVOPS C. Compétence/ Pré-requis :  Hard skill : o Expérience(s) concrète(s) du déploiement d’applications basées sur des μServices et déployées en Docker, Kubernetes o Bonne connaissance des services proposés par les cloud publics : AWS, GCP, AZURE o Connaissance des infras virtualisées VMWare/VPhere o Gestion de configuration GIT o Intégration Continue et déploiement continu : Jenkins 2, Docker, Ansible.  Soft skill : o Mindset Agile , DEVOPS : Travail dans organisation Scrum (framework de travaik : SAFe) o Autonomie, rigueur et curiosité o Techlead spirit : Formateur, Expert, Facilitateur, Coach. Demarrage fin janvier.


Le client souhaite travailler sur du long terme avec le consultant, il recherche donc un consultant qui n’aura pas de difficulté à être sur site à Rennes, une fois la situation sanitaire améliorée. Bien à vous.",devops,Nigel Frank International LTD,,INGENIEUR DEVOPS / Freelance
Axter Automation,"Ingénieur Logiciel en robotique
Vous êtes passionné par le domaine de la robotique industrielle ; vous possédez des compétences et de l'expérience en conception ou développement logiciel d'équipements robotisés ? Vous êtes rigoureux et avez un bon sens de l'organisation ?
Intégrerez notre bureau à Vaucresson (92) qui connait une forte croissance grâce à nos solutions de véhicule autonome qui répondent à une demande croissante de technologie en robotique et d’automatisation en France ainsi qu’à travers le reste du continent européen.
Vous serez responsable de mener à terme, à l'intérieur des budgets et échéanciers établis, des projets de développement logiciel pour nos véhicules de manutention autonomes d’envergure et stimulants, en collaboration avec notre équipe en place en France et en Chine. Vous serez également amené à voyager pour des courtes durées en Europe et Asie pour suivre vos réalisations.
Dans le cadre de vos fonction, vous aurez à : 
Réaliser la R&D des logiciels et son intégration
Effectuer la conception et le développement des adaptations logiciels sur nos installations
Paramétrer de façon cohérente en respectant les standards et les spécifications
Effectuer des améliorations simplifiant l’interface clients utilisateurs
Préparer et assister les ingenieurs d’application pour la mise en service de nos véhicules autonomes ainsi que les logiciels associés
Votre profil
Vous êtes diplômé(e) d’une Grande École d’Ingénieurs en Robotique, systèmes embarqués ou développement logiciel
Vous justifiez d’une expérience significative dans la conception et/ou développement logiciel
Vous disposez d’une bonne maitrise des environnements Windows et Linux et des langages de programmation C++, Python et PHP
Vous maîtrisez l’anglais (
lu
, écrit, 
parlé
)
Vous possédezun excellent esprit d’analyse et de synthèse ainsi qu’un sens de l'organisation développé
Vous êtes débrouillard et habile en résolution de problèmes appliqués
Vous démontrez de fortes aptitudes de communication, ainsi que de l’initiative et un bon travail d’équipe
Conditions du poste
Nature du contrat : CDI à temps plein
Rémunération selon profil et expérience
Poste à pourvoir immédiatement à Vaucresson (92420).
Conditions d'éligibilité: Bac+5. 1an d'experience. Permis B obligatoire. Habilite Défense.
Type d'emploi : CDI
Horaires :
Travail en journée
Expérience:
développement logiciel / milieu industriel: 2 ans (Requis)",machine learning,Axter Automation,,Ingénieur Logiciel - Développement
ENENSYS,"Job based in Cesson-Sevigne, Rennes area, France.



H/F Ingénieur Support Client – Broadcast Networks



Basé à Cesson-Sévigné près de Rennes (35).



ENENSYS recrute un H/F Ingénieur Support Clients basé au siège de l’entreprise à Cesson-Sévigné, qui reportera au Responsable Support Clients (Customer Support Manager) de l’activité Broadcast Networks.

Vous assurez des missions de support technique dans un esprit de service, en étroite collaboration avec les équipes techniques, marketing et commerciales sur des produits et systèmes de diffusion de TV numérique, ainsi que les partenaires locaux d’ENENSYS.



Formation :

– formation technique Bac+5

– première expérience dans un poste de support client validée



Compétences indispensables :

– Expérience d’au moins 2 ans en support client international

– Connaissance du monde de la TV numérique : normes MPEG/DVB, vidéo sur IP, encodage/diffusion de TV numérique

– Anglais courant (écrit et oral)

– Autonomie, méthode et sens des responsabilités

– Goût pour les contacts humains multiculturels

– Déplacements réguliers à l’étranger dans le monde entier



Compétences appréciées :

– Connaissance infrastructure de réseaux IP

– Expérience dans l’installation de réseau de diffusion TV (équipements de tête de réseau, émetteurs, réseaux spécialisés)

– Expérience de recettes client

– Autres langues



Vous souhaitez vous impliquer dans un projet d’entreprise concret tourné vers l’innovation et vous appréciez l’autonomie et le sens des initiatives requises dans une petite structure. Organisation, flexibilité, analyse, créativité et sens du partage sont des qualités indispensables pour le poste.



Implication, esprit d’équipe, anticipation et empathie sont les valeurs partagées par l’équipe ENENSYS. Si ce sont également les vôtres, et que l’entreprise et les missions proposées vous donnent envie, envoyez votre lettre de motivation ainsi qu’un CV sous référence ENENSYS-SUPPORT-NET2017 par e-mail jobs@enensys.com.",machine learning,ENENSYS,,H/F Ingénieur Support Client – Broadcast Networks
VeoNum,"VeoNum est une ESN rennaise à taille humaine. Elle est née de l’envie de ses fondateurs, tous issus d’école d’ingénieur, de partager, avec bienveillance, une aventure avec ses collaborateurs en privilégiant le bien-être et l’expertise.


Au travers de son laboratoire R&D, VeoNum s’est engagé dans une démarche d’innovation appliquée au développement de produits. Ainsi VeoNum offre à ses collaborateurs la possibilité de développer leurs compétences et leur expertise.



Ce positionnement a conduit tout naturellement VeoNum à travailler en étroite collaboration avec les centres de R&D de ses clients ainsi que des laboratoires d’école d’ingénieurs comme l’INSA de Rennes.


Tu recherches de nouveaux challenges en phase avec tes attentes (métier, environnement technique, localisation géographique…) et tu souhaites t’épanouir dans ton projet professionnel, alors rejoins-nous.



Ce positionnement d’expertise et de R&D a conduit naturellement VeoNum à collaborer avec les centres de R&D de ses clients rennais ainsi que des laboratoires d’école d’ingénieur comme l’INSA de Rennes.



Pour accompagner sa croissance à Rennes, VeoNum propose le poste suivant :


Développeur Cloud Python/AWS

Dans le cadre d’une activité de développement de nouveau produit R&D d’un de nos clients, tu interviendras en tant qu’ingénieur développement cloud


Tes activités principales au quotidien


Contribuer à la conception et au déploiement de services Web RESTful évolutifs.


Mise ne place de système de surveillance et d’alertes.


Optimiser les coûts de fonctionnement et de la réactivité du service des services cloud.


Définir des stratégies de mise à niveau et limiter les temps d’arrêt liés à la maintenance.


Participer activement au processus agile.


Veille sur les nouveaux développements logiciels produit de l’entreprise.


Pré-requis


De formation 
Bac +5 
(école d’ingénieur ou université) avec idéalement au moins 5 ans d’expérience dans l’industrie.




Bonne connaissance de Python et Amazon Web Services.


Expérience approfondie de l’architecture sans serveur AWS et de l’infrastructure as a code (IaC) (AWS Lambda, passerelle API, SAM / Serverless, CloudFormation,…)


Expérience de la sécurisation de services de cloud multi-locataires (Cognito, IAM,…).


Bonne connaissance de l’environnement Linux.


Solides compétences analyse et résolution de problèmes.


Ouvert d’esprit avec un bon esprit d’équipe.


Bonnes aptitude à la communication


Bonne maîtrise de l’anglais écrit et parlé.




Expérience complémentaire souhaité :




Une expérience des logiciels ouverts tels que Docker, Elastic, Grafana, GitLab,….


Une expérience dans le streaming et le développement de vidéos C ++.




Le poste est basé à Rennes.",machine learning,VeoNum,,Développeur Cloud Python/AWS H/F
Valoway,"Valoway est une société de conseil et d'intégration de solutions innovantes, pure player spécialisée dans les nouvelles technologies big data, cloud et RPA. Nous sommes présents dans le Grand Ouest (Rennes, Nantes, La Rochelle, Niort) et nous sommes fortement attachés à l’expertise et au savoir-faire que portent nos collaborateurs.
Notre offre de conseil-data repose sur 4 piliers, indispensables dans la transformation numérique des organisations :
· Conseil, Gouvernance et Innovation
· Data et Cloud for Business
· Smart Data Platform
· Cloud Transformation
Vous intervenez en tant que Cloud Data Engineer chez nos clients Grands-Comptes : Banque, Assurance, Retail, Industrie Agroalimentaire... pour :
- Accompagner les équipes métiers lors des étapes d’expression des besoins autour de la data;
- Concevoir et développer les Pipelines de collecte, stockage et de transformation des données;
- Développer et tester des flux d’ingestion de données de Data Lake et de traitement des données dans le cloud;
- Optimiser et industrialiser les solutions permettant de traiter d’importants volumes de données;
- Prendre en compte les contraintes de sécurité, d'exploitation, de performance;
- Collaborer avec les équipes de Data Scientists pour préparer et optimiser les DataSets qui seront nécessaires au fonctionnement de leurs algorithmes;
- Entretenir une veille technologique sur les solutions Cloud et Big Data.
Nous vous proposons de construire et de porter avec nous nos offres tournées vers le cloud, dans l'environnement « 
Microsoft Azure
 ».
En fonction de votre séniorité, vous serez amené(e) à contribuer au développement de Valoway dans les activités d'avant-vente, accompagner vos clients dans la mise en œuvre de services Cloud, animer des ateliers de cadrage et de conception de solutions de Data Engineery.
Intégrer l'équipe Valoway c’est aussi l’opportunité d'être associé à l'aventure ValoShip One (ou VS-1):
ValoShip One est un ""Start-up Studio"" qui a pour objectif d'incuber des projets et services innovants grâce aux technologies de l’intelligence artificielle et de la blockchain.
VS-1 est ouvert à l’ensemble des collaborateurs de Valoway désireux de s'investir dans le développement de projets innovants et collaboratifs, en mode start-up, en étant rémunérés en security tokens.
Votre profil : 
Issu(e) d’une École d'Ingénieur ou d’un Master 2 en Informatique, vous êtes Data Engineer et vous disposez d'une expérience significative sur les environnements et technologies Microsoft Azure.
Vous maitrisez les technologies Big Data : Python/Spark, écosystème Hadoop, GitLab et Docker.
Curieux(ieuse) et investi(e), vous aimez le travail en équipe, partager vos compétences et développer vos savoir-faire au contact de communautés d'experts.
Statut : Cadre
Type d'emploi : Temps plein, CDI
Salaire : à partir de 40 000,00€ par an
Avantages :
Horaires flexibles
Participation au Transport
RTT
Travail à Distance
Horaires :
Du Lundi au Vendredi
Horaires flexibles
Repos le Week-end
Travail en journée
Expérience:
data engineery: 3 ans (Requis)
Télétravail:
YES_OCCASIONALLY
Précautions contre le COVID-19:
Processus de recrutement à distance
Entretiens virtuels",machine learning,Valoway,,Cloud Data Engineer
KEYNAN,"Ingénieur Tests Automatisés / Tests de performances - Habilitable Expérience en tests automatiques et/ou de performances (SquashTM, Selenium, Cucumber, jMeter, Gatling,..). - Profil expérimenté : 4 à 7 ans d’expérience Les équipes du client se mobilisent sur un important chantier de modernisation de l’intranet d’un grand client et de transformation de ses plateformes et méthodes de développement. Ce chantier doit permettre d’accélérer la livraison des nouveaux services attendus par les personnels étatiques et de renforcer l’innovation. A ce titre, le projet a comme objectif de refondre complètement l’architecture technique afin d’améliorer l’accessibilité des services intranet dans le respect des contraintes de cybersécurité.


La prestation se déroulera principalement dans les locaux du client près de Rennes avec des contraintes sécurité nécessitant une habilitation Contenu de la mission : Intégrer un dispositif dans un environnement Agile / SAFe Conduire l’intégration du système et réaliser les tests d’intégration Intégrer des développements Développer et maintenir l’outillage de test et d’intégration Faire le lien entre les équipes de développement et d’exploitation ; Compétences recherchées (tout ou partie): Expérience en tests automatiques et/ou de performances (SquashTM, Selenium, Cucumber, jMeter, Gatling,..). Les connaissances du scripting (Bash, Python...), des API REST et des outils de test et d’ingénierie associés (SoapUI, Postman, Swagger,..) Contrainte : Nationalité Française - Habilitable Durée : 12 mois ( par paliers de 3 mois )",machine learning,KEYNAN,,Ingénieur Tests Automatisés / Tests de performances - Habilitable / Freelance
SAS CLEO,"INGENIEUR AGRONOME H/F 
Cléo est le premier réseau français d’entreprises de travaux agricoles (ETA), situé dans la région Grand Ouest. Le Réseau Cléo participe activement au développement de ces entreprises afin d’assurer leur pérennité et relever les futurs défis du monde agricole. Les exploitations agricoles évoluant très vite, leurs attentes changent rapidement et demandent une adaptation continue des entreprises de travaux agricoles. L’innovation, l’agronomie et l’agriculture de précision font partie aujourd’hui des principaux leviers mis en avant par le Réseau Cléo pour faire avancer le monde agricole.
Vos missions : 
Votre rôle sera d’animer un réseau d’entrepreneurs tournés vers l’innovation et de leur apporter un accompagnement technique, marketing et commercial. Vos principales missions seront :
D’animer un groupe de plusieurs entrepreneurs
D’accompagner les entreprises en leur apportant un support technique, marketing et commercial
De mettre en place et suivre un réseau d’expérimentations en plein champ
D’initier et de mener à bien des projets innovants au sein du réseau
D’organiser et d’animer des formations techniques
De maintenir une veille technologique permanente (salons professionnels, revues, etc.)
D’assurer la promotion du réseau auprès des différents partenaires (agriculteurs, fournisseurs, distributeurs, etc.)
Profil souhaité : 
Nous recherchons des candidats(es) avec une qualification de niveau bac +4/5, de formation Ingénieur Agronome ou équivalent dans le domaine agricole. Une expérience réussie dans un métier similaire ou bien une véritable capacité à être moteur dans un groupe serait un réel plus.
Vos compétences : 
Vous avez de bonnes connaissances en agronomie et êtes familier du monde agricole et des ETA.
Vous êtes autonome, faites preuve d’initiatives et votre capacité à gérer des projets en autonomie seront des atouts pour réussir vos missions.
Votre aisance à l’oral sera appréciée lors de l’organisation des divers événements au sein du réseau.
Vous avez une bonne aptitude pour le travail en équipe, un sens de l’écoute développé et doté d’un réel sens de l'innovation.
Vous êtes une personne de terrain, dynamique et pragmatique et vous souhaitez être acteur de l’innovation dans le monde agricole ? Le Réseau Cléo vous offre cette opportunité !
Type de poste : 
CDI
Prise de poste : 
Dès que possible
Lieu de travail : 
Guer (56380) - Déplacements courants en Bretagne, Pays de la Loire et Normandie
Statut : Cadre
Type d'emploi : Temps plein, CDI
Horaires :
Du Lundi au Vendredi
Travail en journée
Télétravail:
Temporairement en raison du COVID-19",machine learning,SAS CLEO,,Ingénieur Agronome (H/F)
ELSYS-DESIGN,"Au sein de notre pôle numérique Temps Réel, vous concevez des circuits spécifiques complexes ciblant les technologies FPGA.

En mission chez notre client, vous intervenez sur tout le cycle de développement de FPGA de haute densité (de la modélisation, la spécification, la conception, jusqu'à sa vérification sur carte) en prenant en compte les contraintes liées au domaine d'application: SPATIAL.


Au sein de l'équipe FPGA, vous contribuerez à la définition de la solution globale en interagissant avec les équipes système, vous contribuerez notamment

à la modélisation d'algorithmes de traitement du signal ayant pour cible une implémentation sur une plateforme numérique.


Profil recherché


Ce qui est très important pour candidater à ce poste


Être ingénieur BAC+5 en électronique dans les systèmes embarqués ou de profil équivalent

Avoir minimum 2 années d’expériences professionnelle dans un poste similaire

Être spécialisé en conception numérique FPGA

De solides connaissances en traitement du signal

Maîtriser les outils de conception FPGA (XILINX)

Maitriser les langages :
 VHDL, Verilog, Python

Maitriser l'approche Model Based Design de type MatLab/SimuLink.

La Connaissance des méthodologies SV/UVM est un plus

Anglais courant (écrit et oral)


Vous souhaitez travailler dans un environnement convivial au sein d’une équipe technique passionnée. Vous pensez que ce poste est fait pour Vous ? Envoyez-moi vite un mail à philippe.laurent@elsys-design.com


A propos de ELSYS-DESIGN

ELSYS Design rassemble une communauté de spécialistes en systèmes embarqués passionnés par leur métier et par les nouvelles technologies.Conjuguant expertise technique et savoir-faire métier, nos ingénieurs interviennent sur l’ensemble du cycle de développement de systèmes complexes, au sein de nombreuses industries.Fondé et managé par des ingénieurs, ELSYS Design cultive un modèle spécifique avec une identité et des valeurs fortes.Vous aimez les défis techniques ? Vous cherchez de vraies opportunités de carrière ? Alors rencontrons-nous !",machine learning,ELSYS-DESIGN,,INGENIEUR FPGA TRAITEMENT DU SIGNAL (H/F)
