company,description,keyword,location,posted_date,title
Evowlve,"Client

Cette société qui a été créée il y a 5 ans édite une solution de vente en ligne entre professionnels. C'est une solution plutôt inédite puisqu'elle permet à un ensemble de professionnels de vendre en direct des marchandises périssables pour la vente au détail ou la transformation.



Le projet est intéressant puisque la société s'adresse à un marché qui doit encore être "" digitalisé "", qui est très ancien et qui touche tout le monde. Mais le plus intéressant reste l'ambition de la société qui veut construire un projet à long terme et à l'international.



Nous vous proposons donc de faire partie des pionniers de l'entreprise qui compte quasiment 100 personnes réparties dans plusieurs pays Européens dont une dizaine de développeurs. Etre parmi les pionniers signifiant, notamment, la possibilité d'évoluer et de faire carrière au sein de la société.




Pourquoi Evowlve accompagne cette société :




Un domaine d'activité à bousculer
Une entreprise dans laquelle beaucoup de projets restent à réaliser
Une belle ambiance de travail






Poste

Au sein de l'équipe R&D et en collaboration avec le marketing vous aurez pour missions :




Analyse des besoins avec l'équipe produit
Rédactions des spécifications

Conception des nouvelles architectures
Développement des nouvelles fonctionnalités côté back-end
Conception des APIs
Optimisation du code
Testing en cohérence avec les méthodes de l'entreprise (CI, TDD..)
Veille / Proposition de nouvelles solutions (technologies, fonctionnalités, méthodes…)

Beaucoup de choses sont encore à construire c'est dans ce contexte et parce que nous sommes dans une équipe bienveillante que vous serez amené à beaucoup expérimenter, tester, proposer.






Profil

Nous cherchons avant tout une personne passionnée qui veut encore faire croitre son expertise, découvrir de nouveaux environnements et qui a idéalement :




Au moins 2 ans d'expérience en développement Python
La maitrise de frameworks tels que Django, Flask ou Pyramid
Une bonne connaissance des méthodes agiles
Vous êtes force de proposition et aimez tester de nouvelles choses (technologies, méthodes..)
Anglais : Bon niveau",machine learning,Rennes (35),,Développeur Python F /H - E-commerce - Rennes
-,"SOGITEC, société d’ingénierie en aéronautique, est spécialisée dans les domaines de la simulation de vol et de la maintenance. Filiale de Dassault Aviation, l’entreprise emploie aujourd’hui plus de 250 personnes et s’impose comme un partenaire de premier niveau au service des constructeurs aéronautiques. Ses capacités de recherche et d’innovation, ses investissements en R&D et ses compétences lui permettent d'intervenir en tant que maître d'œuvre de programmes internationaux, complexes, pluriannuels et impliquant de multiples coopérations industrielles.


Description du poste
 :


Rattaché(e) au sein de la Direction des métiers de la Simulation, vous intégrerez le service Architecture et intégration système.


Votre travail consistera à participer aux processus d’intégration des simulateurs, à mettre au point nos systèmes, déployer nos simulateurs et les logiciels sur les sites de nos clients, à spécifier et développer les outils nécessaires à la réalisation des travaux. Ces travaux peuvent conduire à des déplacements à l’étranger.


Vos activités principales seront :


Intégration et validation sur bancs.


Support aux équipes de développement pour les travaux d’intégration


Installation et gestion en configuration des systèmes


Déploiement des logiciels de simulation


Reporting sur l’avancement


Analyse fonctionnelle et rédaction de spécifications techniques des outils nécessaires à l’intégration


Développement des outils




Nous vous proposons de rejoindre un environnement unique qui vous permettra de partager nos valeurs de l’innovation, de l’engagement,du travail en équipe et de la recherche continue de la satisfaction client. Nous valorisons la curiosité, l’initiative et l’action, et ce poste vous permettra d’élargir votre champ de compétences et de consolider votre savoir-faire en tant qu’intégrateur système.

Lieu de travail
 
:
 Bruz(35).


Profil du candidat
 :


Formation (nature, niveau) :


Ingénieur (bac +5).




Expérience professionnelle :


2 à 5 ans dans le domaine de l’informatique si possible en lien avec l’aéronautique




Personnalité :


Ce poste nécessite un bon relationnel, une forte capacité d’adaptation, un bon esprit d’analyse et de synthèse ainsi qu’une capacité à fédérer les équipes.




Informatique - Compétences techniques et niveau de maîtrise souhaités :


Langages de script Python ou PowerShell : maîtrise


Administration Windows

Idéalement, langages de programmation C++ & C# : quelques bases


SSI - connaissance des problématiques




Langue(s) - niveau de maîtrise souhaité :


Anglais lu, écrit, parlé.




Merci d’adresser votre dossier de candidature (CV, lettre de motivation) à l’adresse suivante : 
SOGITEC Industries
, Mme Caroline VERGNET, Immeuble Nobel, 4 rue Marcel Monge - 92158 SURESNES Cedex ou de postuler à l’adresse : 
recrutement@sogitec.fr
.",devops,Bruz (35),,INTÉGRATEUR SYSTÈME (H/F)
-,"about the role

Pour le compte de la Direction de la Sécurité (DSEC) du Groupe Orange, vous rejoindrez le Centre de services Orange Cyberdefense chargé notamment de la mise en oeuvre et du maintien des solutions au service de la gestion des identités et des accès (IAM - Identity and Access Management) de l'ensemble des collaborateurs du groupe. Le fil rouge de cette activité est de « donner les bons droits, aux bonnes personnes, aux bons moments, et ce, le plus rapidement possible».

L'IAM est d'abord définie sous forme de process. Les solutions visent à automatiser la gestion du cycle de vie de l'identité et de ses comptes. Par exemple : la création, la modification, la désactivation de l'identité avec fourniture de l'identifiant à l'utilisateur, la création de ses accès bureautiques, la re-certification des accès…

Ces solutions sont déployées dans l'ensemble des filiales du groupe, en France et à l'international.

VOTRE RÔLE :

Vous avez de l'appétence pour la sécurité informatique et vous souhaitez développer une expertise sur un sujet qui s'inscrit au coeur de notre stratégie groupe, alors rejoignez-nous !

Vous aurez pour mission de :

Analyser les demandes et proposer des solutions de mise en oeuvre ;

Estimer les charges de réalisation ;

Contribuer à définir et maintenir un planning de construction de la solution ;

Participer à la rédaction des spécifications, des modes opératoires, des contrats d'interface ;

Travailler à l'intégration et au développement des solutions ;

Faire du reporting sur l'avancée de la réalisation en cohérence avec les besoins priorisés ;

Organiser ou réaliser les tests fonctionnels ;

Accompagner la mise en production et l'ouverture du service ;

Assurer le support de niveau 3 en relation avec les niveaux 2.


about you

Vous justifiez de compétences en développement (de préférence Java, avec framework Spring, J2E), en LDAP et en serveurs d'application (Tomcat, Websphere…).

Et surtout :

Vous êtes motivé(e) et avez l'envie de vous investir dans un domaine nouveau.

Vous avez un bon esprit d'analyse et de synthèse.

Vous savez travailler en transverse.

Vous avez de bonnes capacités relationnelles.

Vous êtes autonome et avez l'esprit d'équipe.

Seraient un plus :

Des compétences en DevOps (Ansible, Jenkins, Docker…) ;

Des connaissances des outils de fonctionnement en mode Agile (Jira) ;

Des compétences en bases de données (MariaDB, PostgreSQL ...) ;

Des connaissances des commandes de base en système (Linux / Windows) ;

Des connaissances en réseau IP (adressage / routage).

Une première expérience en intégration et/ou en développement de solutions informatiques sera appréciée.

Vous serez naturellement accompagné(e) par l'équipe pour faciliter votre montée en compétence.


department

Orange Cyberdefense - Contrôle, Surveillance et Réaction

Orange Cyberdefense est l'entité stratégique du Groupe Orange dédiée à la sécurité numérique.


Nous accompagnons les entreprises de toutes tailles, organismes critiques, administrations et collectivités locales dans la conception de leurs stratégies de cybersécurité, leur mise en œuvre et leur gestion opérationnelle. Nous leur apportons notre expertise afin d'assurer le meilleur niveau de protection de leurs données, de leurs équipements et des services qu'ils offrent à leurs clients ou leurs administrés.


Avec un CA de plus de 700M€ en 2019, plus de 3700 clients, et plus de 2100 experts dédiés à la cybersécurité, nous nous positionnons aujourd'hui comme le Leader européen sur le marché de la cyberdéfense.


Notre vocation est de construire une société numérique plus sûre.




contract

Regular",devops,Cesson-Sévigné (35),,Ingénieur DevOps F/H
-,"PRESENTATION FORTIL GROUP

Envie d’accélérer votre carrière ?

FORTIL vous accompagne dans l’accomplissement de vos objectifs professionnels et développe vos compétences au travers de projets complexes, innovants et enrichissants.

Présent en France et à l’International, nous accompagnons nos partenaires dans la réussite de leurs projets techniques dans différents domaines tels que L’Industrie, l’IT ou la Santé…



Envie d’intégrer les équipes FORTIL ?

Vous souhaitez être un véritable acteur de votre carrière en bénéficiant de la proximité et de la réactivité des équipes FORTIL ? Rejoignez-nous !



VOTRE PREMIER PROJET EN TANT QUE CONSULTANT FORTIL

Accompagné par un Ingénieur d’affaires, votre premier projet en tant que Consultant « Administrateur Systèmes et Réseaux » vous assurez l'administration des systèmes et réseaux, vos actions sont guidées par la volonté d'assurer un service fonctionnel et constant.



VOTRE QUOTIDIEN DANS NOS EQUIPES
Définir, mettre en place et optimiser les processus internes dans le respect des orientations stratégiques de l'entreprise
Utiliser et administrer les solutions de monitoring et de reporting
Assurer la bonne gestion des droits d'accès, pour les machines d'une part, et pour les utilisateurs d'autre part
Veiller à une bonne alimentation des bases de connaissances
Assister à la mise en œuvre et contrôle des exigences de sécurité des environnements
Participer à la consolidation et la remontée des indicateurs
Maintenir et utiliser les solutions de déploiement
Être force de proposition et participer aux évolutions des environnements du SI interne
Assurer le support de l’infrastructure et le maintien en conditions opérationnelles
Assurer le support aux utilisateurs du parc informatique interne
Assurer une veille technologique



VOS ATOUTS POUR REUSSIR
Vous maitrisez ou connaissez les technologies suivantes : Vmware, Office365, Azure solutions, Veeam backup, Debian, CentOS, Centreon, Grafana, GLPI / Fusion inventory, RSyslog
Vous connaissez l’environnement windows ( Windows server 2012R2 à Windows 2019 server)
Vous connaissez la technologie MSSQL (MSSQL 2012 à MSSQL 2019)
La maitrise de l’anglais est un plus



VOTRE PROFIL ET VOTRE PERSONNALITE

Issu(e) d’une formation Bac+2 ou Bac+3 en informatique.

Vous justifiez d’une expérience similaire d’au moins 3 ans.

Vous êtes attiré par le métier du conseil et vous faites preuve de qualités comme l’esprit d’équipe, l’agilité, l’autonomie qui seront indispensables dans votre réussite !



DEROULEMENT DES ENTRETIENS
Entretien 1 : avec la/le Talent Acquisition ou la/le Ingénieur d’affaires.
Entretien 2 : validation technique et proposition de collaboration.



Ce n’est pas votre prochain challenge ? N’hésitez pas à rester en veille sur nos futures opportunités et à en parler autour de vous.",devops,Rennes (35),,ADMINISTRATEUR SYSTEMES ET RESEAUX (H/F) – RENNES – REF FC
-,"À propos d’Atos


Atos est un leader international de la transformation digitale avec 110 000 collaborateurs dans 73 pays et un chiffre d’affaires annuel de 12 milliards d’euros. Numéro un européen du Cloud, de la cybersécurité et des supercalculateurs, le Groupe fournit des solutions intégrées de Cloud Hybride Orchestré, Big Data, Applications Métiers et Environnement de Travail Connecté. Partenaire informatique mondial des Jeux Olympiques et Paralympiques, le Groupe exerce ses activités sous les marques Atos, Atos|Syntel, et Unify. Atos est une SE (Société Européenne) cotée sur Euronext Paris et fait partie de l’indice CAC 40.


La raison d’être d’Atos est de contribuer à façonner l’espace informationnel. Avec ses compétences et ses services, le Groupe supporte le développement de la connaissance, de l’éducation et de la recherche dans une approche pluriculturelle et contribue au développement de l’excellence scientifique et technologique. Partout dans le monde, Atos permet à ses clients et à ses collaborateurs, et plus généralement au plus grand nombre, de vivre, travailler et progresser durablement et en toute confiance dans l’espace informationnel.


Nous recherchons un Ingénieur DevOps confirmé H/F.



Vos activités seront les suivantes :

1) Accompagner les équipes d'exploitation à la mise en œuvre de la stratégie DEVOPS


2) Réaliser l'installation et le paramétrage des composants Docker, Kubernetes et Rancher


3) Produire la documentation d'installation et d'exploitation des composants DEVOPS


De formation Bac+5 minimum, type école d’ingénieurs ou équivalent universitaire en informatique, vous bénéficiez d'une expérience significative en DevOps.


Passionné(e) d’informatique, vous êtes créatif(ve), curieux(se), motivé(e) et avez le sens du travail en équipe et vous être reconnu pour votre expertise.



Les savoir-faire nécessaires :

Docker, Kubernetes, Ansible, OpenStack, Rancher RoundCube, SabreDAV, zPush, nGinx, PostgreSQL



Vous disposez des compétences suivantes :




Excellente connaissance du DEVOPS


Excellente connaissance de la production informatique et des processus ITIL


Bonne connaissance des produits Docker, Kubernetes, Ansible et Rancher


Communication orale et écrite


Sens de la pédagogie / Première expérience du coaching d'équipe technique


La connaissance du monde openstack est un plus



Prêt à relever le défi ?


Alors n’hésitez plus, venez en discuter !


Votre compétences, votre motivation, votre personnalité feront la différence !


#TheFutureIsOurChoice #JoinAtosTeam #Atos


Chez Atos, nous voulons que nos employés se sentent valorisés, appréciés et libres d'être eux-mêmes au travail. Nos process RH sont conçus pour prévenir la discrimination envers l'identité ou l'orientation sexuelle, la religion, l’origine ethnique, l'âge, la neurodiversité, le handicap, la citoyenneté ou tout autre aspect qui rend nos collaborateurs uniques. Partout dans le monde, nous avons créé plusieurs programmes pour soutenir la culture inclusive d'Atos, et nous travaillons pour nous assurer que tous nos collaborateurs aient une chance égale de sentir qu'ils sont exactement là où ils doivent être.",devops,Rennes (35),,Ingénieur DevOps confirmé H/F
-,"Description de la mission

Notre agence Bretagne GFI Infrastructure Services continue de s'agrandir et est à la recherche d'Ingénieurs Système Linux ou en devenir !



Vos missions ?

Conduire les études pour la définition des systèmes en fonction des besoins

Assister et conseiller les équipes dans la mise en oeuvre des solutions techniques

Mettre en oeuvre les solutions complexes

Diagnostiquer les causes de dysfonctionnement et proposer des solutions

Mettre en place les évolutions

Assurer la veille technologique



Les compétences recherchés ?

 Administration d'environnements Linux

Résolution de problèmes complexes

Définition, suivi et amélioration des processus

Former et transmettre vos connaissances

Production de documentation



Profil

Le profil recherché ?



Nous recherchons avant tout des compétences humaines ! Un esprit d'analyse et de synthèse, dôtée d'un bon relationnel, un goût pour la créativité et l'innovation, autonome mais à l'aise avec le travail en équipe !



Et en bonus :



L'anglais et vous ça ne fait qu'un ? Un attrait pour le DevOps ?



Missions à pourvoir sur Rennes et ses alentours



Entité de rattachement

Nous sommes une ESN agile et un groupe international. A l'ère de la post-transformation digitale, nous mettons tout en œuvre pour que chacun de nos 27 000 collaborateurs puisse se renouveler perpétuellement, en vivant positivement son propre flow digital. Chacun d'entre eux peut ainsi façonner son parcours de carrière selon ses appétences, entreprendre de manière pragmatique avec ses clients pour un monde plus positif, innover localement dans 26 pays et harmoniser son investissement professionnel et son bien-être personnel. Rejoignez Inetum (Gfi est devenu Inetum). Live your positive digital flow. Tous nos postes sont ouverts aux personnes en situation de handicap.


Métier

Systèmes

Intitulé du poste

Ingénieur Système (H/F) - Rennes H/F

Contrat

CDI

Localisation du poste

France , Ouest

Lieu

Rennes

Niveau d'études min. requis

Bac+4",devops,Rennes (35),,Ingénieur Système (H/F) - Rennes H/F
VeoNum,"VeoNum est une ESN rennaise à taille humaine. Elle est née de l’envie de ses fondateurs, tous issus d’école d’ingénieur, de partager, avec bienveillance, une aventure avec ses collaborateurs en privilégiant le bien-être et l’expertise.


Au travers de son laboratoire R&D, VeoNum s’est engagé dans une démarche d’innovation appliquée au développement de produits. Ainsi VeoNum offre à ses collaborateurs la possibilité de développer leurs compétences et leur expertise.



Ce positionnement a conduit tout naturellement VeoNum à travailler en étroite collaboration avec les centres de R&D de ses clients ainsi que des laboratoires d’école d’ingénieurs comme l’INSA de Rennes.


Tu recherches de nouveaux challenges en phase avec tes attentes (métier, environnement technique, localisation géographique…) et tu souhaites t’épanouir dans ton projet professionnel, alors rejoins-nous.



Ce positionnement d’expertise et de R&D a conduit naturellement VeoNum à collaborer avec les centres de R&D de ses clients rennais ainsi que des laboratoires d’école d’ingénieur comme l’INSA de Rennes.



Pour accompagner sa croissance à Rennes, VeoNum propose le poste suivant :


Ingénieur Développement Front-End Vue.js H/F




Dans le cadre de la réalisation de nouveaux produits pour nos clients, dans une équipe a taille humaine et sympathique, tu interviendras en tant que développeur d’une nouvelle IHM reposant sur la technologie Vue.js (méthode Agile)


Tes activités principales au quotidien


Prendre en charge le développement front-end en VueJs et Sas


Intégrer de nouveaux composants à partir d’un design system


Gérer des formulaires avec un service API (REST ou autre fonction du besoin)


Effectuer les tests de montée en charge et partager les connaissances


Pré-requis


Expérience confirmée d’au moins 2 ans en développement logiciel,


Très bonne connaissance de la stack technique Vue.js (min 1 an en Vue.js)


Connaissance des outils associés au développement (GIT/JIRA)


Curiosité et sens du travail en équipe


Autonomie et sens des responsabilités",machine learning,35700 Rennes,,Ingénieur Développement Front-End Vue.Js
eSoftThings,"CDI À RENNES (35)


Vous cherchez à rejoindre une entreprise de technologie de pointe ?



eSoftThings est une société de conception de systèmes électroniques et numériques, spécialisée dans la 
vision par ordinateur
, l’
IoT
, les 
produits et solutions audio
. eSoftThings détient une expérience impressionnante dans la conception de solutions de vision par ordinateur pour les systèmes avancés d’assistance au conducteur, les appareils et solutions IoT, les appareils connectés sans fil et à faible consommation de puissance.



En collaboration avec nos partenaires de l’écosystème, notre équipe fournit des produits et solutions exceptionnels dans les différents segments de marché.



Nous opérons depuis notre laboratoire de haute-technologie dans la ville de Rennes en Bretagne et avons une clientèle mondiale. Plus de 70% de notre chiffre d’affaires annuel provient de ventes à l’international.



En nous rejoignant vous aurez l‘opportunité de travailler sur des projets extrêmement motivants dans un contexte international. En tant que startup à forte croissance, nous offrons d’excellentes opportunités de carrière dans différentes disciplines.



En tant qu’Ingénieur Linux Embarqué, vous interviendrez sur l’
ensemble du cycle de développement produit à connotation Linux Embarqué
.



Vos défis au quotidien :


Prise de connaissance des plateformes HW/SW en termes de fonctionnalités et de performance (charge CPU, bande passante mémoire, latence…)


La co-définition de l’architecture produit avec l’équipe HW


La définition de l’architecture logicielle basée sur différentes distribution (Android, LEDE, Yocto, Ubuntu…)


Le développement et le test de driver Kernel (basic, networking, audio…)


Intégration de middleware User Space (ALSA, WPA Supplicant …)


Ecrire et exécuter le plan de système


Participer aux revues de code des pairs


Livraison au client du package Logiciel (incluant la documentation et Release Note)


Supporter les questions/réponses des clients (niveau 2)


Vos atouts pour intégrer l’équipe :


Connaissance des architectures SoC (CPU, bus mémoire…)


Connaissance sur le partitionnement HW/SW


Expérience en programmation multi-coeur


Connaissance de Linux


Bonnes compétences pour la résolution de problème


Bonnes compétences de communication


Anglais Lu, Parlé, Ecrit


Disponible pour des voyages (jusqu’à 10 % maximum du temps)




Pour plus d’information, visitez notre site internet : 
www.esoftthings.com





Envoyez votre CV et lettre de motivation à 
recrut@esoftthings.com
 !",machine learning,Rennes (35),,INGENIEUR(E) LINUX EMBARQUE
CORDON ELECTRONICS SAS,"Cadaoz
, le spécialiste français des smartphones reconditionnés premium ! Rejoignez-nous pour développer le projet écoresponsable CADAOZ : donner une seconde vie aux appareils électroniques !



Vous êtes…


End-User friendly, vous êtes soucieux de l’utilisateur final (d’un point de vue UX et fonctionnel !)


Investi(e), vous êtes force de proposition dans un projet d'entreprise


Créatif et toujours en veille, vous êtes attentif à l’évolution des tendances sociétales et digitales


Dynamique, vous avez l'esprit d'équipe, la culture du résultat et le sens du service client


Professionnel(le), vous êtes sensible à la qualité logicielle



…alors vous êtes fait pour rejoindre la Factory digitale Cadaoz !



DESCRIPTIF DU POSTE



Dans le cadre du développement de notre activité, nous recherchons un développeur Web Full Stack PHP/Symfony. Poste basé à DINAN ou RENNES.



Vos missions



Vous intégrerez une équipe de 10 personnes au sein de la Factory digitale Cadaoz, et travaillerez notamment au développement et à l’optimisation de nos applications de notre activité de reconditionnement Smartphones/Tablettes/PC Cadaoz : Portails Client B2B/B2C, gestionnaire de reconditionnement et de service client, …



Vous intégrerez une organisation agile Scrum où vous exécuterez des objectifs collectifs de réalisation sur des sprints de 2 semaines sous l’impulsion d’un Scrum Master et de Products Owners.



Vous évoluerez dans notre environnement devOps : GitLab, Kubernetes (Docker), Ansible/AWX, Teams.

PROFIL RECHERCHE



De formation minimum BAC+2/3, vous avez engrangé de premières expériences de réalisations de projets web en PHP/Symfony. Les compétences recherchées sont les suivantes :


Maîtrise de PHP – Symfony (plus largement POO) et des bases de données MYSQL et PostgreSQL


Développement : SYMFONY, PHP, MYSQL, API REST, TWIG, JQUERY. Une connaissance d'un framework javascript (Angular, React, ...) serait un plus.


Industrialisation : Vous maitrisez Git, avez déjà travaillé en contexte de développement et d'intégration continue et connaissez les méthodes d'industrialisation. Unconnaissance de Docker, Kubernetes serait un plus.


Agilité : vous avez déjà évolué en équipe, idéalement sur des projets en organisation Scrum



Nos valeurs sont fondées autour de la proximité, de la réactivité, de l'innovation, de la loyauté et du travail en équipe.



REJOIGNEZ-NOUS !",devops,35700 Rennes,,Développeur Web Full Stack - PHP/Symfony (H/F)
-,"Expert Devops H/F




Nous recherchons actuellement un Expert DevOps afin d’accompagner l'avancée d'un de nos projets


Missions:


gestion des incidents et des problèmes infrastructure DevOps afin de garantir le maintien en condition opérationnelle et d'aider les équipes


N3 dans la résolution des incidents techniques


Assistance et formation des équipes support

audits techniques sur les environnements clients


contribution à la mise à jour des documents techniques

élaboration de nouvelles procédures (standardisation, industrialisation), règles, normes concernant ces infrastructures.


qualification, intégration, test de non régression et recette de nouvelles versions des produits tels que Nexus IQ, Sonarqube, Jenkins, Gitlab, Docker (liste non exhaustive et évolutive)


Développement de nouvelles features du service DevOps


Profil :


De formation Bac + 5 ou autodidacte, vous disposez d'une expérience de plus de 10 ans dans le domaine de l’infrastructure.


Expérience en administration système et réseaux


Maitrise des techniques de développement et des langages de programmation Python, Java et Groovy


Maitrise Docker et scripting python


Vous travaillerez en équipe, vous êtes donc collaboratif, curieux et ouvert au changement.

Anglais standard


Au-delà d'une expertise technique, nous recherchons des collaborateurs force de proposition et avec une très bonne capacité de formalisation (tant à l'oral qu'à l'écrit). Rigoureux et autonome, vous avez envie d'évoluer dans un environnement technique innovant autour de technologies d'avenir.


Le Groupe SII est au cœur de l’innovation au service de grands comptes dans des secteurs d’ingénierie variés. Pour la 3ème année consécutive, SII France a obtenu le label Great Place To Work®. En 2020 nous avons été reconnus 3ème entreprise de « +de 2500 salariés » où il fait bon vivre. Nous en sommes très fiers car nous sommes la seule ESN de cette dimension à obtenir cette reconnaissance par ses salariés ! Ce succès est le reflet de notre culture basée sur notre volonté de proposer à tous nos salariés un cadre de travail épanouissant pour le développement de leurs compétences et carrières. Rejoignez le mouvement #fungenieur dans lequel la passion pour la technologie, la créativité, la proximité et l’esprit d’équipe sont mis à l’honneur. Le Groupe SII est une société handi-accueillante, signataire de la Charte de la diversité en entreprise. Alors si ces valeurs vous parlent, rejoignez-nous !


Compétences requises


Docker


JAVA


Python


Qualités désirées


Esprit de synthèse


Adaptabilité


Capacités d'analyse


Autonomie


Avantages


Formations et MOOCs


Mutuelle et prévoyance


Places en crèche",devops,Rennes (35),,Expert DevOps H/F
-,"NOUS SOMMES DELTA DORE



Nous sommes une entreprise internationale, leader sur le marché de la maison et des bâtiments connectés. Labélisés Industrie du futur, French Tech et French Fab, et inscrits au Palmarès Meilleurs Employeurs 2019 en France par Capital, nous inventons avec nos 850 collaborateurs des solutions connectées innovantes qui contribuent à accélérer la transition énergétique, en France et dans 10 autres pays.



Notre histoire entrepreneuriale, nos valeurs et notre succès ont forgé une culture d’entreprise singulière, tournée vers l’écoute et le partage, la formation et la progression de chacun. Nous recherchons pour notre Pôle Smart IoT solutions un Ingénieur SRE DevOps - Développeur (H/F) en CDI basé à Bonnemain.

Rattaché au Responsable du développement de la plateforme Smart IoT Solutions, votre mission en tant que Site Reliable Engineer au sein d’une équipe AGILE, sera d’assurer le bon fonctionnement de notre solution en phase opérationnelle garantissant ainsi la stabilité de la plateforme, sa scalabilité et le bon déroulé des phases de maintenance. A la frontière du DevOps et du développement applicatif, votre position transverse vous permettra d’être confronté aux problématiques habituelles de run tout en participant activement au développement d’outils et de fonctionnalités pour notre solution de cloud IoT.




En partenariat avec notre expert DevOps, vous gérerez au quotidien l'exploitation de nos applications en garantissant la disponibilité, la sécurité et la supervision des infrastructures.




Vous participerez à la mise en place des outils d’industrialisation et d’automatisation en collaboration proche avec les équipes de développements.




Vous participerez également au développement de la solution applicative afin d’assurer la robustesse et la scalabilité de la plateforme et d’étendre ses capacités fonctionnelles.




Vous serez en charge des mises en production de nos services et responsable de la qualité de celles-ci.




Vous contribuerez au déploiement des bonnes pratiques DevOps au sein du Groupe (formation et accompagnement) en vous inscrivant dans une dynamique d’amélioration continue.

Profil :



De formation Ingénieur ou Bac + 4/5, vous bénéficiez d’une expérience de 2 ans minimum dans une fonction DevOps avec une appétence pour le développement applicatif ou sur un poste de Développeur avec une forte composante opérationnelle.



Les compétences techniques nécessaires pour cette position sont une bonne connaissance des systèmes de virtualisation (Docker), des outils d’intégration continue (GIT, Jenkins) tout en maintenant des activités de développement (Java / Kotlin ou C# / .Net) et de scripting (Python, Powershell, Shell).



Vous êtes également familier des outils de cloud management Azure, de la gestion d’orchestrateurs de conteneurs (Kubernetes) et des outils de supervision tels que Centreon.



Des connaissances en bases de données (PostgreSQL, SQL…) et en gestion de lambdas applicatives AWS seraient un plus.



Votre aptitude à échanger avec plusieurs métiers, vos capacités d’analyse et de pédagogie vous permettront d’assurer le coaching et l’animation de la dynamique DevOps au sein de l’entreprise.



Autonome, dynamique et proactif, vous souhaitez évoluer au sein d’un Groupe à vocation internationale dans un environnement innovant et de haute technicité, rejoignez-nous !





Les + du poste :




Evolution au sein d’un Groupe à vocation internationale dans un environnement innovant et de haute technicité.


Mission challengeante dans un domaine en pleine ébullition et au cœur de l’innovation.


Environnement technique multi-techno avec possibilité de monter en compétences sur différentes technologies.


Intégration au sein d’une équipe dynamique aux liens très étroits avec les équipes transverses.

Management de proximité orienté évolution des compétences.


Possibilité de faire du Télétravail.",devops,35270 Bonnemain,,Un Ingénieur SRE (DevOps-Développeur) (H/F) en CDI basé à Bonnemain (35)
Conserto,"Conserto est une société innovante et dynamique qui propose des 
prestations de conseil et d’expertise informatique
.



Nous sommes nés il y a 7 ans à Nantes, désormais notre siège. Nous sommes aujourd’hui plus de 430 salariés répartis dans 10 agences à taille humaine, sur 8 villes : Nantes, Rennes, Niort, Paris, Montpellier, Toulouse, Bordeaux & Lyon !



Chez Conserto nous pensons que la technologie doit avoir un impact positif sur l’avenir de tous.



Positive technologie c’est notre façon de concevoir notre métier.


Positive technologie c’est notre 
façon de manager
, 
animer l’interne
 et 
créer du lien
 avec nos salariés et nos clients.



Car chez Conserto, 
nous sommes convaincus que la satisfaction de nos clients passe par le bien-être de nos consultants.

Mais comment ?

L'indépendance de nos agences


Une relation 1 TO 1 avec l'ensemble des parties prenantes


Une société technophile d’experts passionnés


Des projets de carrière individualisés




Pourquoi rejoindre l’aventure Conserto ?

Nous co-construisons votre projet de carrière (Formations, Conférences, évènements techniques…)


Parce que rejoindre une société où il fait bon vivre n’a pas de prix (mobilité restreinte, 
Labélisé Great Place to Work 2017…
)


Pour rejoindre une réelle équipe et vie d’agence (soirées d’agences, afterworks, défis sportifs, Ludoserto...)




Dans le cadre du développement de nos activités, nous recherchons pour l’un de nos clients un développeur Python.



Vous intégrerez une équipe utilisant la méthode Agile Scrum et vous aurez pour mission :




Conception et réalisation d'une nouvelle application


Rédaction des spécifications techniques et fonctionnelles


Développement en Python3


Test unitaire et d’intégration




De formation supérieure en informatique, vous justifiez d’au moins 2 ans d'expérience sur ces technologies suivantes :




Langage : Python3


Familier avec le développement d’API REST


Des connaissances en Javascript / HTML5 / CSS3 seraient un plus


Intégration continue : Jenkins, Gitlab CI


Containerisation : Docker, Kubernetes




Vous partagez nos valeurs et souhaitez nous apporter vos compétences; venez participer activement à cette nouvelle aventure ! Nous n'attendons plus que vous !


-> Cette offre est ouverte aux personnes en situation de handicap",machine learning,35000 Rennes,,Développeur Python H/F
Treezor,"La mission de l’ingénieur développeur est de travailler en équipe avec les autres membres sous la coordination du Lead-Dev, au sein d'une des squad dédiée à un des métiers de Treezor. Son rôle est de prendre en charge des travaux de développement assignés, travailler en autonomie, assurer la documentation des travaux, de la mise en place de tests unitaires et fonctionnels.
Statut : Cadre
Type d'emploi : Temps plein, CDI
Salaire : à partir de 40 000,00€ par an
Avantages :
Horaires flexibles
Participation au Transport
RTT
Titre-restaurant
Horaires :
Du Lundi au Vendredi
Périodes de Travail de 8 Heures
Travail en journée
Mesures COVID-19:
port du masque
Expérience:
Développeur informatique h/f ou similaire: 2 ans (Souhaité)
Télétravail:
Temporairement en raison du COVID-19
Précautions contre le COVID-19:
Processus de recrutement à distance
Consignes de distanciation sociale
Entretiens virtuels",machine learning,35000 Rennes,,Ingénieur développeur ReactJS
